,年份,月份,測站,平均,最高/日期,最低/日期,降水量(毫米),最大十分鐘風,最大瞬間風,相對溼度平均,最小相對溼度/日期,氣壓(百帕),降水日數(天),日照時數(小時)
4622,2022,5,高雄,24.9,34.5/25,14.3/03,2.5,6.1/150.0/26,13.9/170.0/25,76,35/05,1011.6,3,226.7
4623,2022,5,恆春,25.2,32.6/29,20.2/02,12.5,10.9/40.0/01,24.4/80.0/04,75,52/07,1010.3,6,189.7
4624,2022,5,宜蘭,21.6,32.0/26,13.7/03,54.0,7.6/340.0/14,11.8/360.0/14,88,64/09,1014.3,12,96.7
4625,2022,5,蘇澳,21.8,32.1/29,14.0/01,103.5,8.4/140.0/10,18.6/40.0/15,84,48/08,1011.9,18,94.2
4626,2022,5,花蓮,22.8,31.0/27,15.9/03,104.5,10.8/40.0/01,18.6/150.0/01,82,54/16,1012.5,19,100.1
4627,2022,5,成功,23.0,31.1/29,16.9/03,207.0,8.4/30.0/01,19.1/270.0/01,85,59/04,1009.6,21,101.2
4628,2022,5,臺東,23.9,31.4/29,17.5/03,242.0,7.0/40.0/01,16.8/30.0/01,78,47/07,1012.8,14,119.4
4629,2022,5,大武,24.2,33.2/26,18.3/05,134.0,7.6/30.0/01,15.7/40.0/01,79,49/08,1012.9,16,127.4
4630,2022,5,蘭嶼,22.0,29.4/28,17.0/03,59.5,22.1/30.0/02,31.4/40.0/01,92,69/09,976.7,12,83.6
4631,2022,5,馬祖,17.2,26.9/26,8.1/02,85.0,10.9/220.0/26,20.9/180.0/26,85,42/16,1005.6,9,151.4
4632,2022,5,金門,19.8,30.1/14,10.1/02,18.0,11.5/90.0/15,20.1/80.0/15,78,22/08,1011.9,6,190.5
4633,2022,5,澎湖,23.0,31.1/27,14.9/02,4.0,9.6/10.0/01,21.9/350.0/01,81,37/12,1012.6,2,199.9
4634,2022,5,東吉島,23.3,32.1/27,15.9/02,57.5,20.1/40.0/01,27.4/30.0/02,83,50/12,1008.7,4,216.9
4635,2022,6,彭佳嶼,22.1,28.7/29,14.7/02,434.5,14.8/270.0/30,20.2/90.0/03,95,58/04,999.6,26,46.8
4636,2022,6,基隆,22.6,33.1/30,15.8/02,728.5,8.8/360.0/01,13.9/10.0/01,91,57/17,1007.9,27,34.7
4637,2022,6,臺北,23.4,33.6/29,15.1/02,486.0,5.4/90.0/04,13.5/70.0/19,86,53/29,1007.4,20,48.2
4638,2022,6,鞍部,17.7,25.7/29,9.1/02,694.5,7.8/170.0/03,19.1/120.0/03,100,61/07,918.9,26,27.8
4639,2022,6,竹子湖,19.4,28.3/29,10.9/02,561.0,10.2/20.0/16,18.3/10.0/16,96,59/07,942.6,22,43.5
4640,2022,6,淡水,22.6,31.7/29,14.7/02,472.5,5.4/30.0/19,14.1/100.0/18,91,57/17,1008.9,20,60.5
4641,2022,6,(原板橋),23.5,34.5/29,15.3/02,486.5,6.3/70.0/18,11.6/70.0/18,85,42/10,1009.3,20,52.3
4642,2022,6,新屋,22.7,29.6/29,14.9/02,528.0,13.1/40.0/18,20.8/40.0/18,92,58/17,1008.3,19,76.9
4643,2022,6,新竹,23.4,31.3/13,15.3/02,522.5,6.5/280.0/30,16.2/290.0/30,86,50/13,1007.2,16,74.1
4644,2022,6,臺中,24.6,32.7/29,15.9/02,465.5,5.3/20.0/01,12.1/190.0/26,83,40/07,1000.2,17,95.0
4645,2022,6,田中,24.6,33.5/29,15.8/02,298.0,5.0/360.0/01,11.7/220.0/31,88,50/07,1004.9,14,108.1
4646,2022,6,日月潭,20.3,28.4/20,14.5/02,483.0,4.6/160.0/28,9.4/160.0/28,93,60/20,900.0,21,52.5
4647,2022,6,嘉義,24.8,33.8/28,16.1/03,289.0,7.9/240.0/30,15.3/200.0/27,90,51/28,1006.6,15,111.4
4648,2022,6,阿里山,12.7,19.3/30,8.3/02,817.0,4.2/260.0/13,11.3/280.0/13,96,52/06,763.8,25,51.8
4649,2022,6,玉山,6.6,19.4/30,1.3/02,944.5,15.1/270.0/14,26.1/280.0/13,84,15/20,642.6,26,65.1
4650,2022,6,臺南,25.8,33.0/28,16.6/02,223.0,7.9/190.0/24,14.0/40.0/02,82,54/10,1007.2,11,128.3
4651,2022,6,高雄,25.9,33.0/30,17.3/03,227.0,5.1/300.0/20,11.9/260.0/14,85,52/07,1008.4,12,121.9
4652,2022,6,恆春,26.6,32.3/09,20.3/02,308.0,9.2/30.0/02,21.9/40.0/02,81,54/10,1007.1,15,107.6
4653,2022,6,宜蘭,23.3,31.9/30,16.0/02,342.5,6.7/320.0/20,12.4/310.0/20,94,64/07,1010.2,22,49.1
4654,2022,6,蘇澳,23.3,32.4/30,16.0/02,534.0,6.8/10.0/01,16.0/70.0/26,91,56/07,1008.0,22,42.3
4655,2022,6,花蓮,24.2,31.9/30,17.6/03,237.0,8.4/50.0/15,14.7/60.0/15,89,63/08,1008.5,26,56.8
4656,2022,6,成功,24.6,32.3/30,18.0/03,127.5,8.4/40.0/03,14.9/360.0/03,89,61/13,1005.6,23,69.9
4657,2022,6,臺東,25.4,32.9/30,18.0/03,121.0,5.9/200.0/31,13.5/40.0/01,83,48/13,1008.8,15,86.2
4658,2022,6,大武,25.7,35.9/29,19.3/02,261.5,6.5/30.0/01,13.0/40.0/01,83,45/28,1009.0,18,86.5
4659,2022,6,蘭嶼,23.7,28.5/12,18.8/02,532.5,19.8/30.0/01,27.9/30.0/03,97,83/12,973.5,23,23.7
4660,2022,6,馬祖,18.6,28.4/30,12.0/16,251.0,10.7/220.0/29,20.3/240.0/29,93,41/03,1002.0,20,78.5
4661,2022,6,金門,21.2,29.8/07,12.8/01,214.5,9.3/230.0/13,15.5/60.0/14,85,23/03,1008.3,16,93.6
4662,2022,6,澎湖,24.3,31.1/29,18.5/02,311.0,7.8/20.0/01,19.7/30.0/25,88,64/03,1009.1,16,98.7
4663,2022,6,東吉島,24.5,30.4/30,19.2/02,270.0,17.6/40.0/01,24.6/20.0/01,89,72/03,1005.2,14,105.5
4664,2022,7,彭佳嶼,26.1,31.7/22,19.4/07,302.0,21.2/270.0/06,27.0/260.0/06,96,67/22,996.2,11,155.5
4665,2022,7,基隆,27.4,34.6/05,19.0/07,181.0,8.7/230.0/06,17.5/200.0/06,82,49/05,1004.2,13,147.3
4666,2022,7,臺北,28.1,35.8/05,20.2/07,234.5,8.5/290.0/24,24.2/180.0/24,77,40/05,1003.9,15,136.1
4667,2022,7,鞍部,21.9,29.1/23,17.1/07,271.5,7.1/190.0/30,18.2/110.0/06,98,70/24,917.1,11,77.8
4668,2022,7,竹子湖,23.7,30.4/23,18.7/08,209.0,5.3/20.0/08,14.2/340.0/14,92,64/06,940.6,11,105.8
4669,2022,7,淡水,27.3,34.5/30,19.9/07,196.0,6.1/20.0/11,13.7/300.0/05,86,52/30,1005.5,10,146.5
4670,2022,7,(原板橋),27.9,36.2/05,20.3/07,262.5,7.1/210.0/05,14.8/210.0/13,78,39/05,1006.0,15,151.4
4671,2022,7,新屋,27.2,32.2/29,20.7/07,215.0,13.7/230.0/06,23.3/230.0/06,86,59/27,1005.0,11,170.8
4672,2022,7,新竹,27.8,33.8/05,20.9/07,346.0,6.6/280.0/14,16.6/270.0/13,80,50/14,1004.1,11,159.1
4673,2022,7,臺中,28.0,34.6/23,22.6/30,250.0,4.8/190.0/05,11.9/260.0/25,77,49/23,998.6,14,143.8
4674,2022,7,田中,28.1,35.4/23,23.1/08,200.0,7.7/160.0/29,14.9/170.0/29,80,48/23,1003.1,13,183.2
4675,2022,7,日月潭,22.1,29.6/23,17.5/21,468.0,7.5/220.0/21,18.6/160.0/21,90,61/11,899.5,24,104.8
4676,2022,7,嘉義,28.7,36.0/23,23.4/29,260.5,9.3/240.0/29,17.8/240.0/29,79,48/23,1004.9,14,203.6
4677,2022,7,阿里山,13.9,20.5/19,10.4/24,300.5,4.6/150.0/09,10.6/230.0/07,92,45/18,764.1,23,88.8
4678,2022,7,玉山,7.4,21.3/28,3.1/09,186.0,13.6/270.0/05,24.3/260.0/09,76,34/20,643.1,13,137.6
4679,2022,7,臺南,29.2,33.8/28,23.9/12,154.0,9.6/200.0/08,19.4/200.0/08,75,43/16,1005.6,12,225.4
4680,2022,7,高雄,28.6,34.8/24,23.7/08,155.0,5.2/270.0/08,12.2/210.0/08,81,50/23,1007.0,8,234.6
4681,2022,7,恆春,28.7,33.8/26,24.3/09,141.0,7.2/70.0/30,14.0/70.0/30,84,54/26,1005.7,20,203.7
4682,2022,7,宜蘭,27.2,33.7/28,21.5/08,151.5,8.0/150.0/29,14.0/150.0/29,91,61/24,1006.8,14,169.1
4683,2022,7,蘇澳,27.5,33.8/14,21.5/07,198.5,9.9/160.0/29,19.0/140.0/29,84,48/24,1004.8,15,177.6
4684,2022,7,花蓮,27.7,33.1/21,22.7/08,136.0,9.0/180.0/24,14.1/190.0/24,85,61/22,1005.6,15,195.0
4685,2022,7,成功,27.6,32.6/24,23.5/08,81.0,6.8/30.0/16,13.1/170.0/13,86,64/06,1003.1,14,221.1
4686,2022,7,臺東,28.9,39.1/06,23.4/22,117.0,5.9/200.0/13,13.9/190.0/13,77,28/06,1006.3,8,244.0
4687,2022,7,大武,29.0,37.3/20,24.2/09,149.0,5.7/190.0/01,13.8/240.0/20,75,37/20,1006.8,9,238.2
4688,2022,7,蘭嶼,26.3,30.2/23,22.7/30,132.0,15.5/250.0/05,28.4/260.0/05,93,74/23,972.2,9,92.1
4689,2022,7,馬祖,24.3,31.7/29,17.2/07,360.0,12.2/200.0/05,24.2/220.0/05,96,64/07,996.6,17,114.3
4690,2022,7,金門,25.7,33.6/28,19.9/07,184.5,7.8/190.0/05,12.8/210.0/06,97,64/30,1004.4,13,116.9
4691,2022,7,澎湖,27.9,32.0/21,23.9/12,225.0,6.5/180.0/05,13.2/240.0/11,89,67/27,1006.8,10,222.6
4692,2022,7,東吉島,27.9,34.4/22,23.5/12,123.0,14.9/200.0/25,18.9/200.0/25,89,68/22,1003.6,8,231.3
4693,2022,8,彭佳嶼,28.7,33.8/17,24.3/03,46.0,16.2/260.0/16,20.3/260.0/16,89,58/13,995.6,7,324.7
4694,2022,8,基隆,29.8,37.4/16,25.8/28,31.0,8.3/360.0/29,13.2/160.0/01,76,43/15,1003.4,6,297.9
4695,2022,8,臺北,30.8,38.3/23,25.2/06,122.0,6.6/120.0/01,13.4/280.0/16,70,39/23,1003.3,10,241.2
4696,2022,8,鞍部,23.8,30.9/22,18.9/28,73.0,7.5/360.0/29,14.7/160.0/01,92,45/24,917.1,8,171.6
4697,2022,8,竹子湖,25.6,33.1/24,21.4/05,79.5,3.6/10.0/04,9.0/100.0/01,88,36/24,940.3,9,221.4
4698,2022,8,淡水,29.7,35.7/16,24.9/04,56.0,5.2/300.0/19,12.5/110.0/01,79,51/15,1004.8,9,278.6
4699,2022,8,(原板橋),30.4,39.4/24,24.5/06,185.5,6.3/220.0/16,12.0/230.0/16,70,31/24,1005.4,11,245.6
4700,2022,8,新屋,29.4,33.5/29,24.7/02,68.0,11.8/240.0/17,18.1/250.0/17,83,58/15,1004.5,7,321.5
4701,2022,8,新竹,30.1,35.3/16,24.8/30,31.5,5.8/280.0/17,12.4/300.0/17,74,48/25,1003.7,6,269.7
4702,2022,8,臺中,29.4,35.2/24,23.8/06,90.0,4.9/250.0/04,10.8/230.0/04,75,44/14,997.8,10,189.0
4703,2022,8,田中,29.5,35.9/25,24.3/15,49.5,8.5/350.0/07,14.7/10.0/07,77,50/14,1002.4,7,216.2
4704,2022,8,日月潭,23.5,31.8/22,19.6/15,172.5,4.3/280.0/20,9.2/260.0/20,89,53/25,899.1,14,147.1
4705,2022,8,嘉義,29.7,36.6/25,24.2/07,58.0,7.8/240.0/02,12.2/240.0/02,79,45/25,1004.1,8,203.1
4706,2022,8,阿里山,15.0,23.5/24,10.0/15,205.0,4.1/150.0/05,8.9/80.0/30,90,24/24,764.2,20,129.6
4707,2022,8,玉山,10.1,22.8/26,4.2/29,95.0,12.1/140.0/20,14.4/270.0/14,64,20/13,643.3,12,200.3
4708,2022,8,臺南,29.9,34.1/31,25.3/16,165.0,10.1/200.0/20,15.8/200.0/20,75,53/06,1004.8,11,224.2
4709,2022,8,高雄,29.2,34.9/20,24.4/05,102.5,5.3/160.0/20,12.2/170.0/20,81,47/06,1006.1,9,232.8
4710,2022,8,恆春,29.0,34.4/13,24.4/06,200.5,6.2/40.0/01,11.9/280.0/03,84,48/13,1004.9,12,234.2
4711,2022,8,宜蘭,29.4,37.9/29,24.9/03,11.0,7.3/320.0/29,12.1/310.0/29,82,38/29,1006.1,4,268.3
4712,2022,8,蘇澳,29.4,35.0/20,24.4/02,25.5,9.5/150.0/31,13.4/150.0/31,77,45/28,1004.2,6,310.3
4713,2022,8,花蓮,29.2,34.4/31,24.4/01,76.5,9.5/170.0/19,15.0/170.0/20,81,55/23,1005.1,3,316.0
4714,2022,8,成功,28.4,33.7/15,23.6/11,29.0,5.4/30.0/03,9.5/220.0/06,83,59/28,1002.7,4,287.0
4715,2022,8,臺東,29.6,33.7/24,25.2/01,78.5,4.8/200.0/14,9.0/220.0/14,76,53/12,1006.0,4,307.8
4716,2022,8,大武,29.0,36.2/18,24.4/23,49.5,5.7/160.0/06,9.7/40.0/13,77,46/18,1006.3,6,268.0
4717,2022,8,蘭嶼,26.6,31.2/25,23.3/05,54.5,17.3/250.0/16,27.0/260.0/16,93,58/29,971.6,11,212.9
4718,2022,8,馬祖,27.9,34.8/22,23.0/02,141.5,10.8/210.0/21,18.7/180.0/18,89,61/12,995.9,4,308.0
4719,2022,8,金門,28.2,34.1/01,24.7/01,120.0,9.0/240.0/06,13.5/220.0/17,93,62/30,1003.9,6,285.5
4720,2022,8,澎湖,29.2,33.1/20,25.4/04,36.5,7.1/180.0/20,13.3/180.0/05,86,60/29,1006.2,4,294.7
4721,2022,8,東吉島,29.4,35.7/31,24.8/05,82.5,12.6/240.0/05,18.3/240.0/05,83,57/28,1002.9,6,291.4
4722,2022,9,彭佳嶼,29.0,34.6/01,23.6/02,109.5,17.5/160.0/15,22.1/170.0/15,85,59/13,997.0,4,325.0
4723,2022,9,基隆,30.1,36.1/26,25.4/03,54.0,8.4/140.0/24,16.7/140.0/24,72,45/26,1004.6,6,278.5
4724,2022,9,臺北,30.6,37.2/22,24.9/25,218.5,7.6/160.0/25,13.9/50.0/01,68,39/23,1004.5,10,218.1
4725,2022,9,鞍部,23.6,29.8/27,20.0/06,70.0,7.9/190.0/23,16.2/160.0/24,94,61/22,918.1,7,155.8
4726,2022,9,竹子湖,25.4,32.3/23,21.3/03,101.0,5.7/20.0/17,10.6/350.0/17,89,49/22,941.4,9,189.8
4727,2022,9,淡水,29.8,37.4/24,23.7/02,103.5,4.9/20.0/31,12.3/170.0/23,77,44/06,1005.9,8,245.8
4728,2022,9,(原板橋),30.1,38.0/22,24.5/03,68.0,5.2/70.0/31,10.9/210.0/08,71,33/22,1006.6,9,208.9
4729,2022,9,新屋,29.4,33.4/29,25.0/02,29.0,9.3/40.0/31,15.9/40.0/31,84,59/27,1005.7,3,268.5
4730,2022,9,新竹,29.7,36.0/27,24.6/03,61.5,5.2/20.0/31,10.5/30.0/31,76,43/27,1004.8,8,215.1
4731,2022,9,臺中,28.9,35.4/27,23.6/05,278.0,4.4/260.0/03,11.3/260.0/03,76,44/22,998.6,11,197.2
4732,2022,9,田中,28.7,35.2/27,23.7/07,297.5,8.3/40.0/19,13.6/50.0/19,81,49/15,1003.2,15,221.9
4733,2022,9,日月潭,23.1,30.4/27,18.5/07,187.5,7.4/130.0/23,14.4/250.0/25,90,43/23,899.7,17,139.5
4734,2022,9,嘉義,28.6,35.8/27,23.1/07,402.5,7.6/60.0/04,16.4/40.0/04,84,49/25,1004.9,18,223.7
4735,2022,9,阿里山,14.5,21.6/23,10.8/08,411.5,6.5/300.0/25,13.6/270.0/25,96,39/23,764.5,26,118.8
4736,2022,9,玉山,9.4,22.0/22,2.9/07,119.5,24.6/110.0/24,31.1/110.0/24,72,30/14,643.6,15,184.4
4737,2022,9,臺南,29.4,34.9/10,24.6/02,297.5,9.1/190.0/19,14.7/190.0/04,76,49/10,1005.5,14,213.6
4738,2022,9,高雄,28.5,35.1/04,23.9/12,229.0,5.6/140.0/03,12.6/170.0/24,82,47/04,1006.7,13,228.2
4739,2022,9,恆春,28.6,33.4/13,24.1/03,261.0,7.5/80.0/24,15.3/50.0/24,84,48/22,1005.7,18,240.4
4740,2022,9,宜蘭,29.6,35.7/19,24.2/03,34.0,8.6/150.0/24,17.2/110.0/24,81,51/24,1007.5,2,292.1
4741,2022,9,蘇澳,29.8,34.7/19,24.7/03,30.0,9.9/150.0/08,17.6/170.0/24,73,49/11,1005.5,2,323.3
4742,2022,9,花蓮,29.2,34.2/26,24.7/02,20.0,10.4/180.0/24,14.9/170.0/24,77,47/23,1006.5,2,293.2
4743,2022,9,成功,28.3,34.0/20,23.6/03,97.5,5.6/40.0/31,10.3/160.0/23,81,46/22,1004.3,9,279.7
4744,2022,9,臺東,29.2,33.3/14,24.6/03,148.0,4.3/80.0/23,8.9/40.0/01,76,49/23,1007.5,10,270.3
4745,2022,9,大武,28.3,35.3/25,24.5/03,226.5,6.3/30.0/24,13.6/350.0/24,81,47/25,1007.7,14,245.1
4746,2022,9,蘭嶼,26.5,30.6/12,22.7/02,207.5,13.6/100.0/23,21.2/70.0/23,93,68/22,972.8,16,227.2
4747,2022,9,馬祖,28.7,34.6/22,24.9/02,10.5,9.1/200.0/25,15.9/220.0/25,88,62/19,997.8,1,322.2
4748,2022,9,金門,28.7,36.3/24,24.4/03,34.0,7.4/90.0/24,13.0/60.0/24,88,52/24,1005.2,6,307.6
4749,2022,9,澎湖,29.3,33.2/09,24.8/03,132.0,6.8/160.0/19,12.9/130.0/19,85,60/04,1007.0,7,281.3
4750,2022,9,東吉島,29.3,35.3/13,24.7/02,87.0,14.8/160.0/19,19.5/160.0/19,82,61/09,1003.7,8,282.3
4751,2022,10,彭佳嶼,26.4,31.2/05,22.3/24,210.0,24.0/270.0/04,29.2/270.0/04,86,59/08,996.3,15,165.7
4752,2022,10,基隆,27.1,34.2/05,22.1/23,412.5,13.0/10.0/02,21.0/350.0/03,78,39/18,1004.6,14,140.1
4753,2022,10,臺北,27.3,34.8/29,21.9/23,256.0,6.6/310.0/13,17.6/280.0/04,74,36/22,1004.7,15,160.0
4754,2022,10,鞍部,20.7,26.9/29,15.6/22,1066.5,14.7/350.0/04,26.5/350.0/03,95,13/23,917.1,16,80.4
4755,2022,10,竹子湖,22.5,28.6/28,17.3/23,977.5,6.9/20.0/06,18.3/10.0/04,91,43/19,940.6,15,131.7
4756,2022,10,淡水,26.5,34.4/28,20.1/21,323.5,6.5/330.0/04,18.4/320.0/12,82,44/08,1005.9,13,162.0
4757,2022,10,(原板橋),27.2,35.3/29,20.1/23,249.5,7.3/220.0/04,14.7/240.0/04,74,32/22,1006.5,13,147.3
4758,2022,10,新屋,27.0,32.1/27,20.7/21,46.0,13.2/20.0/03,20.6/20.0/02,83,43/22,1005.5,10,201.8
4759,2022,10,新竹,27.3,34.3/27,21.1/21,220.5,5.8/20.0/01,15.4/10.0/02,74,31/08,1004.4,9,187.1
4760,2022,10,臺中,27.9,33.5/09,22.6/23,85.0,7.5/20.0/01,20.0/20.0/01,72,33/21,997.5,7,210.2
4761,2022,10,田中,27.7,34.3/28,22.2/23,47.0,8.7/10.0/01,16.3/350.0/01,77,42/19,1002.1,6,211.7
4762,2022,10,日月潭,22.0,28.2/18,17.6/21,156.5,4.1/150.0/07,10.3/320.0/03,89,48/27,898.2,8,134.5
4763,2022,10,嘉義,27.7,34.0/15,22.3/23,107.0,8.1/360.0/02,14.9/360.0/02,82,44/19,1003.8,8,196.8
4764,2022,10,阿里山,13.6,20.6/02,7.8/21,312.5,5.8/350.0/03,15.7/340.0/03,94,20/27,762.6,11,110.7
4765,2022,10,玉山,8.7,22.3/27,1.1/18,491.5,13.8/130.0/26,17.7/310.0/03,65,13/27,642.2,8,164.7
4766,2022,10,臺南,28.7,33.8/15,24.8/21,25.5,10.9/350.0/03,19.4/10.0/01,73,41/15,1004.4,7,191.7
4767,2022,10,高雄,27.7,33.5/15,23.2/15,108.5,5.2/290.0/04,13.1/310.0/03,82,45/15,1005.6,8,187.3
4768,2022,10,恆春,28.3,33.3/15,24.0/23,42.0,10.4/280.0/04,19.8/280.0/04,76,31/08,1004.2,6,194.0
4769,2022,10,宜蘭,26.9,33.9/05,20.9/23,262.5,11.8/300.0/04,19.0/320.0/04,82,44/17,1007.0,13,173.0
4770,2022,10,蘇澳,27.1,33.1/05,20.9/08,319.5,10.1/70.0/06,22.7/50.0/01,77,36/08,1004.8,13,171.1
4771,2022,10,花蓮,27.7,34.3/01,22.0/09,117.5,12.1/60.0/02,21.7/20.0/03,76,41/08,1005.0,13,176.1
4772,2022,10,成功,27.3,33.1/12,20.9/10,156.5,9.2/30.0/02,19.0/40.0/02,78,46/07,1002.5,16,191.4
4773,2022,10,臺東,28.3,36.4/04,23.3/23,76.5,7.6/260.0/04,19.0/270.0/04,73,34/04,1005.5,10,217.5
4774,2022,10,大武,27.9,35.2/05,21.0/10,111.5,7.0/30.0/24,14.1/230.0/04,75,45/05,1005.9,10,208.2
4775,2022,10,蘭嶼,25.7,30.6/16,21.4/23,134.5,25.0/250.0/04,41.1/250.0/04,89,65/13,970.6,10,145.2
4776,2022,10,馬祖,26.8,35.0/04,23.0/25,2.5,9.6/290.0/05,15.3/40.0/24,79,43/15,999.2,3,213.7
4777,2022,10,金門,27.9,36.3/03,22.5/25,31.0,9.0/60.0/06,14.8/60.0/06,74,30/08,1005.8,2,226.6
4778,2022,10,澎湖,28.2,33.1/15,25.4/21,3.0,9.5/350.0/02,17.5/340.0/02,79,52/01,1006.5,4,258.0
4779,2022,10,東吉島,27.9,33.8/14,24.1/19,7.0,19.2/10.0/02,26.6/40.0/01,80,50/23,1002.9,1,264.1
4780,2022,11,彭佳嶼,23.7,29.4/04,19.5/17,251.0,18.8/40.0/17,27.7/30.0/17,82,51/25,1004.5,8,95.3
4781,2022,11,基隆,24.1,33.6/03,19.0/18,1004.5,12.5/20.0/16,20.4/360.0/17,79,49/03,1012.7,21,59.0
4782,2022,11,臺北,24.2,35.1/03,18.6/18,449.5,6.1/90.0/27,14.6/110.0/25,79,42/03,1012.3,20,77.2
4783,2022,11,鞍部,17.7,27.9/04,12.1/10,2180.0,10.5/340.0/17,24.1/330.0/17,99,71/01,923.2,23,32.9
4784,2022,11,竹子湖,19.5,29.7/01,14.0/19,2426.0,7.8/20.0/21,18.5/220.0/16,95,61/01,947.0,24,76.9
4785,2022,11,淡水,23.7,33.1/03,17.5/18,489.5,6.3/20.0/15,14.7/20.0/17,82,52/25,1013.6,18,73.2
4786,2022,11,(原板橋),24.1,35.7/04,18.7/18,393.0,7.0/80.0/05,15.1/80.0/31,80,36/02,1014.2,19,59.8
4787,2022,11,新屋,24.0,32.2/01,18.4/18,170.5,15.2/60.0/19,23.5/50.0/17,82,49/26,1012.5,12,136.1
4788,2022,11,新竹,24.5,32.9/04,18.4/18,101.0,8.2/70.0/11,20.8/60.0/19,76,44/26,1010.8,6,162.0
4789,2022,11,臺中,25.7,33.5/06,20.1/26,11.5,5.4/20.0/17,11.4/10.0/31,71,46/11,1002.7,4,188.3
4790,2022,11,田中,25.3,33.7/02,19.6/12,5.5,6.5/350.0/17,13.3/360.0/17,76,49/06,1007.3,2,188.9
4791,2022,11,日月潭,21.0,28.6/01,16.7/12,25.5,5.6/150.0/16,10.2/150.0/16,89,44/16,902.2,4,115.2
4792,2022,11,嘉義,25.3,34.0/03,18.5/26,5.5,6.2/10.0/31,12.6/10.0/17,80,52/01,1008.9,3,180.0
4793,2022,11,阿里山,13.3,20.5/17,8.4/25,157.5,3.9/90.0/30,9.2/70.0/15,88,24/04,765.7,8,128.3
4794,2022,11,玉山,8.5,22.2/04,2.6/25,151.0,20.3/110.0/16,27.1/120.0/16,67,19/04,644.3,12,192.7
4795,2022,11,臺南,26.5,34.0/02,20.5/19,3.5,8.9/10.0/31,15.7/360.0/31,72,48/12,1009.4,2,197.5
4796,2022,11,高雄,26.1,33.1/03,19.0/11,15.5,4.8/260.0/28,8.5/310.0/04,79,51/20,1010.6,6,185.0
4797,2022,11,恆春,26.7,33.3/04,22.6/25,140.0,14.4/40.0/18,29.7/60.0/18,71,44/26,1009.3,8,196.1
4798,2022,11,宜蘭,23.3,31.8/03,17.3/26,780.0,9.1/40.0/17,15.5/60.0/31,94,56/24,1015.3,23,62.2
4799,2022,11,蘇澳,23.6,31.0/02,17.6/18,1201.5,14.7/90.0/31,21.9/20.0/17,90,51/24,1013.0,24,65.4
4800,2022,11,花蓮,24.7,31.7/02,18.4/26,878.0,11.8/50.0/10,20.6/40.0/18,82,51/26,1013.0,17,87.7
4801,2022,11,成功,25.0,31.4/05,17.2/26,704.5,11.4/30.0/17,22.9/40.0/17,79,49/27,1009.7,23,133.2
4802,2022,11,臺東,25.7,31.4/02,19.9/25,376.0,6.9/50.0/10,16.8/50.0/19,75,49/27,1012.6,14,148.4
4803,2022,11,大武,26.1,31.6/02,18.5/26,363.5,8.8/30.0/29,17.3/40.0/17,74,45/29,1012.5,17,148.3
4804,2022,11,蘭嶼,23.6,28.6/04,19.7/18,611.0,27.7/30.0/17,36.8/40.0/17,91,65/24,975.6,19,83.3
4805,2022,11,馬祖,21.9,31.4/02,17.1/19,4.0,11.1/20.0/31,19.8/30.0/31,79,41/11,1007.5,5,150.0
4806,2022,11,金門,24.4,34.5/04,17.8/26,T,10.4/60.0/24,22.0/40.0/18,67,29/24,1012.6,0,175.7
4807,2022,11,澎湖,25.4,31.8/02,21.5/31,7.5,11.5/20.0/17,24.7/20.0/17,79,56/11,1012.1,3,148.3
4808,2022,11,東吉島,25.6,31.4/04,21.7/31,6.0,24.5/40.0/18,33.3/40.0/17,81,63/20,1007.7,1,192.6
4809,2022,12,彭佳嶼,16.2,23.0/03,7.3/18,147.5,19.7/10.0/17,28.3/360.0/17,80,33/22,1008.9,21,35.9
4810,2022,12,基隆,16.6,22.5/20,8.9/18,877.0,12.3/10.0/17,20.6/360.0/17,82,33/22,1017.7,23,19.8
4811,2022,12,臺北,16.6,24.8/03,8.3/25,90.5,5.8/80.0/19,13.6/80.0/19,82,27/22,1017.3,18,56.6
4812,2022,12,鞍部,10.5,19.1/03,0.0/18,765.0,10.6/350.0/17,19.2/340.0/17,97,36/22,925.4,23,27.8
4813,2022,12,竹子湖,12.2,19.9/03,2.2/18,750.0,10.8/20.0/15,19.7/50.0/15,94,35/22,949.8,21,76.2
4814,2022,12,淡水,15.8,23.3/03,7.0/24,141.0,6.2/10.0/17,14.0/50.0/17,87,28/22,1018.6,17,57.8
4815,2022,12,(原板橋),16.5,25.0/03,7.0/24,116.0,6.0/80.0/25,12.8/80.0/06,84,25/22,1019.2,17,39.1
4816,2022,12,新屋,16.2,23.7/20,8.5/23,122.5,14.0/50.0/31,23.8/60.0/31,88,28/22,1017.6,18,89.7
4817,2022,12,新竹,16.4,23.3/03,8.5/26,26.0,7.1/30.0/31,17.6/40.0/31,80,22/22,1016.1,8,106.9
4818,2022,12,臺中,17.8,28.1/03,8.2/25,16.5,6.9/20.0/17,17.3/30.0/17,69,13/22,1007.6,3,208.5
4819,2022,12,田中,17.3,27.9/03,5.3/25,8.5,7.4/10.0/17,15.1/360.0/17,76,13/22,1012.4,1,192.4
4820,2022,12,日月潭,15.2,26.5/03,6.2/25,15.0,3.7/190.0/17,6.9/180.0/17,78,31/27,904.2,2,165.1
4821,2022,12,嘉義,17.6,29.3/03,5.6/25,39.5,8.6/360.0/17,14.5/350.0/17,77,19/22,1014.0,1,191.4
